,Unnamed: 0,Unnamed: 0.1,361机务完成,365加油完成 缺失较多,368开客舱,369上轮档,370登机结束,378 配餐开始 8个,379清洁开始,380撤梯桥,637关客舱,641 靠梯桥,644 清洁完成,645开货仓,655 配餐完成,660 机务完成,662登机开始,668关货仓 ,669 撤轮档,date,flight,缺失个数,begin,count
35875,35875,35875,-1,-1,-1,733,-1,-1,-1,-1,-1,3,-1,-1,-1,-1,-1,-1,-1,2017/7/7,CZ6749,23,0,1
35877,35877,35877,-1,-1,0,396,-1,-1,-1,-1,-1,0,-1,-1,-1,-1,-1,-1,-1,2017/7/7,CZ8316,22,0,1
35879,35879,35879,-1,-1,-1,663,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,2017/7/7,CZ3395,24,0,1
35882,35882,35882,-1,-1,-1,548,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,2017/7/7,CZ370V,21,0,1
35883,35883,35883,-1,-1,-1,346,-1,-1,-1,-1,-1,0,-1,-1,-1,-1,-1,-1,-1,2017/7/7,CZ3438,23,0,1
35889,35889,35889,-1,-1,-1,144,-1,-1,-1,-1,-1,3,-1,-1,-1,-1,-1,-1,-1,2017/7/7,CZ3250,22,0,1
35894,35894,35894,130,103,-1,536,-1,-1,-1,-1,-1,-1,106,-1,-1,92,-1,-1,-1,2017/7/7,CZ3895,19,0,1
35895,35895,35895,-1,-1,5,639,-1,-1,-1,-1,-1,6,-1,4,-1,-1,-1,-1,-1,2017/7/7,FM9313,17,0,1
35899,35899,35899,-1,-1,0,760,-1,-1,-1,-1,-1,0,-1,-1,-1,-1,-1,-1,-1,2017/7/7,HU7236,18,0,1
35900,35900,35900,-1,-1,-1,643,-1,-1,-1,-1,-1,0,-1,-1,-1,-1,-1,-1,-1,2017/7/7,CZ3218,21,0,1
35902,35902,35902,-1,-1,-1,584,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,2017/7/7,CZ3518,23,0,1
35906,35906,35906,165,-1,-1,657,-1,-1,-1,-1,-1,-1,-1,-1,-1,123,-1,-1,-1,2017/7/7,CZ6743,21,0,1
35908,35908,35908,-1,-1,-1,743,-1,-1,-1,-1,-1,1,-1,-1,-1,-1,-1,-1,-1,2017/7/7,CZ3802,23,0,1
35913,35913,35913,-1,-1,0,384,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,2017/7/7,CZ6068,22,0,1
35920,35920,35920,-1,-1,0,479,-1,-1,-1,-1,-1,0,-1,-1,-1,-1,-1,-1,-1,2017/7/7,CZ374,21,0,1
35925,35925,35925,71,71,-1,473,-1,-1,-1,-1,-1,-1,44,-1,-1,-1,-1,-1,-1,2017/7/7,CZ3244,18,0,1
35929,35929,35929,-1,-1,1,573,-1,-1,-1,-1,-1,3,-1,0,-1,-1,-1,-1,-1,2017/7/7,3U8737,17,0,1
35932,35932,35932,-1,-1,-1,363,-1,-1,-1,-1,-1,1,-1,-1,-1,-1,-1,-1,-1,2017/7/7,CZ8520,22,0,1
35939,35939,35939,-1,-1,-1,689,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,2017/7/7,CZ646,23,0,1
35941,35941,35941,-1,-1,0,568,-1,-1,-1,-1,-1,0,-1,-1,-1,-1,-1,-1,-1,2017/7/7,CZ6064,20,0,1
35946,35946,35946,-1,-1,-1,440,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,2017/7/7,CZ3512,22,0,1
35947,35947,35947,-1,-1,-1,765,-1,-1,-1,-1,-1,1,-1,-1,-1,-1,-1,-1,-1,2017/7/7,CZ3628,22,0,1
35951,35951,35951,-1,-1,-1,373,-1,-1,-1,-1,-1,1,-1,-1,-1,-1,-1,-1,-1,2017/7/7,CZ322,23,0,1
35960,35960,35960,-1,-1,-1,676,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,2017/7/7,CZ3408,21,0,1
35962,35962,35962,-1,-1,5,107,-1,-1,-1,-1,-1,8,-1,6,-1,-1,-1,-1,-1,2017/7/7,HU7837,18,0,1
35964,35964,35964,-1,-1,-1,152,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,2017/7/7,CZ3478,22,0,1
35973,35973,35973,-1,-1,-1,435,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,2017/7/7,CZ8706,22,0,1
35977,35977,35977,-1,-1,-1,687,-1,-1,-1,-1,-1,0,-1,-1,-1,-1,-1,-1,-1,2017/7/7,CZ3540,23,0,1
35978,35978,35978,-1,-1,-1,646,-1,-1,-1,-1,-1,4,-1,-1,-1,-1,-1,-1,-1,2017/7/7,CZ3502,22,0,1
35981,35981,35981,-1,-1,2,195,-1,-1,-1,-1,-1,3,-1,3,-1,-1,-1,-1,-1,2017/7/7,9C8929,18,0,1
35983,35983,35983,-1,-1,36,654,-1,-1,-1,-1,-1,37,-1,35,-1,-1,-1,-1,-1,2017/7/7,MU2917,17,0,1
35986,35986,35986,-1,-1,4,736,-1,-1,-1,-1,-1,3,-1,2,-1,-1,-1,-1,-1,2017/7/7,MU2301,17,0,1
35988,35988,35988,-1,-1,-1,417,-1,-1,-1,-1,-1,2,-1,-1,-1,-1,-1,-1,-1,2017/7/7,CZ308,23,0,1
35989,35989,35989,-1,-1,-1,486,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,2017/7/7,MU5132,18,0,1
35992,35992,35992,-1,-1,-1,494,-1,-1,-1,-1,-1,1,75,-1,-1,75,-1,-1,-1,2017/7/7,CZ6773,20,0,1
35993,35993,35993,-1,-1,-1,366,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,2017/7/7,CZ348,23,0,1
36002,36002,36002,-1,-1,-1,529,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,2017/7/7,CZ3526,23,0,1
36003,36003,36003,-1,-1,0,343,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,2017/7/7,CZ350,23,0,1
36005,36005,36005,-1,-1,-1,769,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,2017/7/7,CZ3958,23,0,1
36011,36011,36011,-1,-1,-1,664,-1,-1,-1,-1,-1,0,-1,-1,-1,-1,-1,-1,-1,2017/7/7,CZ3696,22,0,1
36017,36017,36017,-1,-1,-1,609,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,2017/7/7,CZ3420,23,0,1
36019,36019,36019,-1,-1,-1,159,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,2017/7/7,CZ3636,22,0,1
36022,36022,36022,-1,-1,0,694,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,2017/7/7,CZ324,22,0,1
36023,36023,36023,-1,-1,-1,699,-1,-1,-1,-1,-1,1,-1,-1,-1,-1,-1,-1,-1,2017/7/7,CZ3720,23,0,1
36026,36026,36026,-1,-1,-1,713,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,2017/7/7,CZ3340,22,0,1
36027,36027,36027,-1,-1,-1,332,-1,-1,-1,-1,-1,0,-1,-1,-1,-1,-1,-1,-1,2017/7/7,CZ336,23,0,1
36028,36028,36028,-1,-1,-1,690,-1,-1,-1,-1,-1,0,175,-1,-1,168,-1,-1,-1,2017/7/7,CZ6178,21,0,1
36030,36030,36030,-1,-1,-1,499,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,2017/7/7,CZ3482,24,0,1
36031,36031,36031,-1,-1,-1,578,-1,-1,-1,-1,-1,0,-1,-1,-1,-1,-1,-1,-1,2017/7/7,CZ6783,22,0,1
36034,36034,36034,-1,-1,-1,69,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,2017/7/7,CZ3400,23,0,1
36039,36039,36039,-1,-1,-1,157,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,2017/7/7,CZ3270,23,0,1
36043,36043,36043,-1,-1,0,327,-1,-1,-1,-1,-1,2,-1,-1,-1,-1,-1,-1,-1,2017/7/7,CZ3068,21,0,1
36044,36044,36044,-1,-1,-1,547,-1,-1,-1,-1,-1,0,-1,-1,-1,-1,-1,-1,-1,2017/7/7,CZ3626,22,0,1
36046,36046,36046,119,94,-1,578,-1,-1,-1,-1,-1,-1,117,-1,-1,125,-1,-1,-1,2017/7/7,CZ6735,19,0,1
36049,36049,36049,-1,-1,-1,711,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,2017/7/7,CZ3848,23,0,1
36060,36060,36060,-1,-1,0,365,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,2017/7/7,CZ6060,22,0,1
36061,36061,36061,-1,-1,-1,539,-1,-1,-1,-1,-1,-1,117,-1,-1,117,-1,-1,-1,2017/7/7,CZ6775,20,0,1
36065,36065,36065,-1,-1,-1,179,-1,-1,-1,-1,-1,0,-1,-1,-1,-1,-1,-1,-1,2017/7/7,CZ3510,22,0,1
36081,36081,36081,-1,-1,-1,486,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,2017/7/7,CZ3800,24,0,1
36082,36082,36082,-1,-1,0,298,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,2017/7/7,CZ390,23,0,1
36083,36083,36083,-1,-1,-1,332,-1,-1,-1,-1,-1,0,-1,-1,-1,-1,-1,-1,-1,2017/7/7,CZ302,22,0,1
36088,36088,36088,-1,-1,-1,557,-1,-1,-1,-1,-1,0,167,-1,-1,-1,-1,-1,-1,2017/7/7,CZ3661,21,0,1
36099,36099,36099,-1,-1,-1,422,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,2017/7/7,CZ3084,23,0,1
36102,36102,36102,-1,-1,-1,365,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,2017/7/7,CZ3334,22,0,1
36105,36105,36105,-1,-1,-1,164,-1,-1,-1,-1,-1,1,-1,-1,-1,-1,-1,-1,-1,2017/7/7,CZ3402,23,0,1
36111,36111,36111,-1,-1,-1,655,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,2017/7/7,CZ3724,22,0,1
36113,36113,36113,-1,-1,16,413,-1,-1,-1,-1,-1,16,-1,15,-1,-1,-1,-1,-1,2017/7/7,CA4341,17,0,1
36114,36114,36114,-1,-1,-1,588,-1,-1,-1,-1,-1,0,149,-1,-1,-1,-1,-1,-1,2017/7/7,CZ332,21,0,1
36115,36115,36115,-1,-1,0,675,-1,-1,-1,-1,-1,0,-1,-1,-1,-1,-1,-1,-1,2017/7/7,CZ372,22,0,1
36117,36117,36117,-1,-1,-1,259,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,2017/7/7,CZ3098,23,0,1
36119,36119,36119,-1,-1,0,191,-1,-1,-1,-1,-1,1,-1,-1,-1,-1,-1,-1,-1,2017/7/7,GA898,18,0,1
36121,36121,36121,-1,-1,-1,711,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,2017/7/7,CZ3312,23,0,1
36122,36122,36122,-1,-1,-1,170,-1,-1,-1,-1,-1,1,-1,-1,-1,-1,-1,-1,-1,2017/7/7,CZ3410,22,0,1
36124,36124,36124,-1,-1,0,740,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,2017/7/7,CZ368,22,0,1
36129,36129,36129,-1,-1,-1,425,-1,-1,-1,-1,-1,0,-1,-1,-1,-1,-1,-1,-1,2017/7/7,CZ3444,23,0,1
36133,36133,36133,-1,-1,1,693,-1,-1,-1,-1,-1,3,-1,0,-1,-1,-1,-1,-1,2017/7/7,HU7332,17,0,1
36137,36137,36137,-1,-1,-1,659,-1,-1,-1,-1,-1,0,-1,-1,-1,-1,-1,-1,-1,2017/7/7,CZ656,23,0,1
36139,36139,36139,-1,-1,-1,86,-1,-1,-1,-1,-1,4,-1,-1,-1,-1,-1,-1,-1,2017/7/7,CZ3708,22,0,1
36140,36140,36140,-1,-1,71,436,-1,-1,-1,-1,-1,46,-1,67,-1,-1,-1,-1,-1,2017/7/7,CA1327,17,0,1
36142,36142,36142,-1,-1,-1,514,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,2017/7/7,CZ382,23,0,1
36144,36144,36144,-1,-1,0,767,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,2017/7/7,CZ3778,22,0,1
36148,36148,36148,118,120,-1,500,-1,-1,-1,-1,-1,-1,118,-1,-1,120,-1,-1,-1,2017/7/7,CZ3354,19,0,1
36152,36152,36152,-1,-1,0,232,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,2017/7/7,CZ358,22,0,1
36154,36154,36154,-1,-1,-1,460,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,2017/7/7,CZ3942,23,0,1
36157,36157,36157,-1,-1,-1,724,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,2017/7/7,CZ3946,23,0,1
36158,36158,36158,-1,-1,-1,198,-1,-1,-1,-1,-1,0,-1,-1,-1,-1,-1,-1,-1,2017/7/7,CZ3328,20,0,1
36172,36172,36172,-1,-1,-1,552,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,2017/7/7,CZ3816,23,0,1
36174,36174,36174,132,129,-1,609,-1,-1,-1,-1,-1,-1,108,-1,-1,108,-1,-1,-1,2017/7/7,CZ6779,16,0,1
36175,36175,36175,-1,-1,-1,113,-1,-1,-1,-1,-1,0,-1,-1,-1,-1,-1,-1,-1,2017/7/7,CZ384,23,0,1
36177,36177,36177,-1,-1,-1,345,-1,-1,-1,-1,-1,1,-1,-1,-1,-1,-1,-1,-1,2017/7/7,CZ8739,23,0,1
36181,36181,36181,-1,-1,-1,518,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,2017/7/19,CZ3844,22,0,1
36196,36196,36196,-1,-1,-1,546,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,2017/7/19,CZ3924,22,0,1
36200,36200,36200,-1,-1,-1,149,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,2017/7/19,CZ3250,23,0,1
36207,36207,36207,-1,-1,-1,625,-1,-1,-1,-1,-1,2,-1,-1,-1,-1,-1,-1,-1,2017/7/19,CZ3218,21,0,1
36214,36214,36214,-1,-1,-1,684,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,2017/7/19,CZ3716,23,0,1
36221,36221,36221,-1,-1,-1,301,-1,-1,-1,-1,-1,1,-1,-1,-1,-1,-1,-1,-1,2017/7/19,CZ6058,23,0,1
36225,36225,36225,-1,-1,-1,711,-1,-1,-1,-1,-1,0,-1,-1,-1,-1,-1,-1,-1,2017/7/19,CZ3488,21,0,1
36231,36231,36231,-1,-1,0,445,-1,-1,-1,-1,-1,0,-1,-1,-1,-1,-1,-1,-1,2017/7/19,CZ374,20,0,1
36232,36232,36232,-1,-1,-1,681,-1,-1,-1,-1,-1,0,-1,-1,-1,-1,-1,-1,-1,2017/7/19,CZ3379,23,0,1
36236,36236,36236,-1,-1,0,634,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,2017/7/19,CZ8336,21,0,1
36240,36240,36240,-1,-1,-1,388,-1,-1,-1,-1,-1,1,-1,-1,-1,-1,-1,-1,-1,2017/7/19,CZ8520,21,0,1
36243,36243,36243,-1,-1,-1,609,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,2017/7/19,CZ3638,21,0,1
36246,36246,36246,-1,-1,-1,591,-1,-1,-1,-1,-1,1,-1,-1,-1,-1,-1,-1,-1,2017/7/19,CZ646,23,0,1
36252,36252,36252,-1,-1,-1,98,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,2017/7/19,CZ369R,22,0,1
36253,36253,36253,-1,-1,0,410,-1,-1,-1,-1,-1,2,-1,0,-1,-1,-1,-1,-1,2017/7/19,HU7857,17,0,1
36255,36255,36255,194,110,-1,661,-1,-1,-1,-1,-1,1,198,-1,-1,198,-1,-1,-1,2017/7/19,CZ6789,18,0,1
36257,36257,36257,-1,-1,-1,469,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,2017/7/19,CZ3440,21,0,1
36259,36259,36259,-1,-1,0,495,-1,-1,-1,-1,-1,0,-1,-1,-1,-1,-1,-1,-1,2017/7/19,HU7394,17,0,1
36260,36260,36260,-1,-1,-1,729,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,2017/7/19,CZ3628,23,0,1
36264,36264,36264,-1,-1,-1,364,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,2017/7/19,CZ322,23,0,1
36266,36266,36266,-1,-1,0,264,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,2017/7/19,CZ3056,22,0,1
36268,36268,36268,-1,-1,-1,207,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,2017/7/19,CZ388,22,0,1
36270,36270,36270,-1,-1,-1,710,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,2017/7/19,CZ6590,23,0,1
36272,36272,36272,-1,157,-1,639,-1,-1,-1,-1,-1,0,161,-1,-1,165,-1,-1,-1,2017/7/19,CZ6733,17,0,1
36276,36276,36276,-1,-1,-1,141,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,2017/7/19,CZ3364,22,0,1
36278,36278,36278,-1,-1,0,304,-1,-1,-1,-1,-1,0,-1,-1,-1,-1,-1,-1,-1,2017/7/19,CZ3430,20,0,1
36284,36284,36284,-1,-1,-1,486,-1,-1,-1,-1,-1,0,-1,-1,-1,-1,-1,-1,-1,2017/7/19,CZ3518,21,0,1
36285,36285,36285,-1,-1,-1,231,-1,-1,-1,-1,-1,1,-1,-1,-1,-1,-1,-1,-1,2017/7/19,CZ3134,23,0,1
36286,36286,36286,-1,-1,-1,706,-1,-1,-1,-1,-1,0,-1,-1,-1,-1,-1,-1,-1,2017/7/19,CZ3502,23,0,1
36287,36287,36287,-1,-1,-1,92,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,2017/7/19,CZ3780,23,0,1
36290,36290,36290,-1,-1,0,512,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,2017/7/19,CZ8524,21,0,1
36296,36296,36296,-1,-1,-1,477,-1,-1,-1,-1,-1,2,-1,-1,-1,-1,-1,-1,-1,2017/7/19,CZ308,22,0,1
36300,36300,36300,50,50,-1,500,-1,-1,-1,-1,-1,0,190,-1,-1,190,-1,-1,-1,2017/7/19,CZ6773,18,0,1
36302,36302,36302,-1,-1,-1,366,-1,-1,-1,-1,-1,1,-1,-1,-1,-1,-1,-1,-1,2017/7/19,CZ348,23,0,1
36303,36303,36303,-1,-1,-1,169,-1,-1,-1,-1,-1,1,-1,-1,-1,-1,-1,-1,-1,2017/7/19,CZ3050,23,0,1
36304,36304,36304,-1,-1,-1,233,-1,-1,-1,-1,-1,0,-1,-1,-1,-1,-1,-1,-1,2017/7/19,CZ3804,23,0,1
36305,36305,36305,-1,-1,-1,575,-1,-1,-1,-1,-1,0,-1,-1,-1,-1,-1,-1,-1,2017/7/19,CZ6771,22,0,1
36310,36310,36310,-1,-1,-1,691,-1,-1,-1,11,-1,133,-1,-1,-1,-1,-1,-1,-1,2017/7/19,CZ3526,21,0,1
36311,36311,36311,-1,-1,0,343,-1,-1,-1,-1,-1,2,-1,-1,-1,-1,-1,-1,-1,2017/7/19,CZ350,21,0,1
36314,36314,36314,-1,-1,-1,741,-1,-1,-1,-1,-1,0,-1,-1,-1,-1,-1,-1,-1,2017/7/19,CZ3318,21,0,1
36321,36321,36321,-1,-1,0,482,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,2017/7/19,CZ8490,22,0,1
36325,36325,36325,-1,-1,-1,710,-1,-1,-1,-1,-1,1,-1,-1,-1,-1,-1,-1,-1,2017/7/19,CZ3378,23,0,1
36326,36326,36326,-1,-1,-1,141,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,2017/7/19,CZ3636,22,0,1
36327,36327,36327,-1,-1,2,173,-1,-1,-1,-1,-1,3,-1,0,-1,-1,-1,-1,-1,2017/7/19,FM9307,17,0,1
36328,36328,36328,-1,-1,-1,595,-1,-1,-1,-1,-1,0,-1,-1,-1,-1,-1,-1,-1,2017/7/19,CZ3228,22,0,1
36332,36332,36332,-1,-1,-1,707,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,2017/7/19,CZ3340,22,0,1
36333,36333,36333,-1,-1,-1,475,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,2017/7/19,CZ320,23,0,1
36334,36334,36334,-1,-1,-1,348,-1,-1,-1,-1,-1,1,-1,-1,-1,-1,-1,-1,-1,2017/7/19,CZ6729,21,0,1
36335,36335,36335,-1,-1,-1,338,-1,-1,-1,-1,-1,0,-1,-1,-1,-1,-1,-1,-1,2017/7/19,CZ336,22,0,1
36337,36337,36337,-1,-1,-1,405,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,2017/7/19,CZ3482,22,0,1
36343,36343,36343,-1,-1,-1,351,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,2017/7/19,CZ3850,22,0,1
36345,36345,36345,-1,-1,-1,138,-1,-1,-1,-1,-1,0,-1,-1,-1,-1,-1,-1,-1,2017/7/19,CZ3198,23,0,1
36346,36346,36346,-1,-1,-1,119,-1,-1,-1,-1,-1,0,-1,-1,-1,-1,-1,-1,-1,2017/7/19,CZ3270,21,0,1
36348,36348,36348,-1,-1,0,324,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,2017/7/19,CZ3068,22,0,1
36355,36355,36355,-1,-1,-1,758,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,2017/7/19,CZ3848,22,0,1
36367,36367,36367,-1,-1,-1,241,-1,-1,-1,-1,-1,1,-1,-1,-1,-1,-1,-1,-1,2017/7/19,CZ3818,23,0,1
36368,36368,36368,-1,-1,0,376,-1,-1,-1,-1,-1,0,-1,-1,-1,-1,-1,-1,-1,2017/7/19,CZ6060,21,0,1
36370,36370,36370,-1,-1,-1,256,-1,-1,-1,-1,-1,0,-1,-1,-1,-1,-1,-1,-1,2017/7/19,CZ3510,22,0,1
36378,36378,36378,121,99,-1,517,-1,-1,-1,-1,-1,2,119,-1,-1,109,-1,-1,-1,2017/7/19,CZ3891,18,0,1
36379,36379,36379,-1,-1,-1,384,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,2017/7/19,CZ3532,21,0,1
36380,36380,36380,-1,-1,-1,251,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,2017/7/19,CZ3764,22,0,1
36383,36383,36383,-1,-1,-1,377,-1,-1,-1,-1,-1,1,-1,-1,-1,-1,-1,-1,-1,2017/7/19,CZ3530,21,0,1
36390,36390,36390,-1,-1,-1,409,-1,-1,-1,129,-1,-1,-1,-1,-1,-1,-1,-1,-1,2017/7/19,CZ386,21,0,1
36395,36395,36395,-1,-1,2,720,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,2017/7/19,CA4393,21,0,1
36397,36397,36397,-1,-1,-1,392,-1,-1,-1,-1,-1,2,-1,-1,-1,-1,-1,-1,-1,2017/7/19,CZ3930,22,0,1
36405,36405,36405,-1,-1,-1,153,-1,-1,-1,-1,-1,0,-1,-1,-1,-1,-1,-1,-1,2017/7/19,CZ3402,23,0,1
36414,36414,36414,-1,-1,0,669,-1,-1,-1,-1,-1,0,-1,-1,-1,-1,-1,-1,-1,2017/7/19,CZ372,21,0,1
36416,36416,36416,-1,-1,-1,288,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,2017/7/19,CZ3098,22,0,1
36418,36418,36418,194,94,-1,659,-1,-1,-1,-1,-1,1,148,-1,-1,151,-1,-1,-1,2017/7/19,CZ6741,18,0,1
36421,36421,36421,-1,-1,0,735,-1,-1,-1,-1,-1,1,-1,-1,-1,-1,-1,-1,-1,2017/7/19,CZ368,22,0,1
36422,36422,36422,132,134,-1,693,-1,-1,-1,-1,-1,3,171,-1,-1,165,-1,-1,-1,2017/7/19,CZ6747,18,0,1
36426,36426,36426,-1,-1,-1,737,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,2017/7/19,MU5315,24,0,1
36427,36427,36427,-1,-1,-1,221,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,2017/7/19,CZ3132,20,0,1
36433,36433,36433,-1,-1,0,343,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,2017/7/19,CZ354,20,0,1
36435,36435,36435,-1,-1,-1,363,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,2017/7/19,CZ344,22,0,1
36438,36438,36438,-1,-1,0,606,-1,-1,-1,-1,-1,86,-1,-1,-1,-1,-1,-1,-1,2017/7/19,CZ3040,21,0,1
36442,36442,36442,-1,-1,-1,187,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,2017/7/19,CZ3520,23,0,1
36450,36450,36450,-1,-1,-1,712,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,2017/7/19,YTBDJ161,23,0,1
36451,36451,36451,-1,-1,-1,88,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,2017/7/19,CZ3778,23,0,1
36454,36454,36454,-1,-1,-1,127,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,2017/7/19,CZ3648,22,0,1
36455,36455,36455,-1,-1,0,276,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,2017/7/19,CZ358,21,0,1
36458,36458,36458,-1,-1,-1,397,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,2017/7/19,CZ392,23,0,1
36464,36464,36464,-1,-1,-1,545,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,2017/7/19,CZ3382,23,0,1
36469,36469,36469,-1,-1,-1,131,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,2017/7/19,CZ3338,22,0,1
36470,36470,36470,-1,-1,-1,315,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,2017/7/19,CZ3918,22,0,1
36478,36478,36478,-1,-1,-1,762,-1,-1,-1,-1,-1,2,-1,-1,-1,-1,-1,-1,-1,2017/7/19,CZ384,22,0,1
36480,36480,36480,-1,-1,-1,488,-1,-1,-1,-1,-1,0,181,-1,-1,158,-1,-1,-1,2017/7/19,CZ3130,19,0,1
36483,36483,36483,-1,-1,-1,503,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,2017/7/19,YTB3277,23,0,1
36484,36484,36484,-1,-1,-1,296,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,2017/7/19,CZ8739,23,0,1
36485,36485,36485,-1,-1,0,419,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,2017/7/19,CZ366,22,0,1
