,Unnamed: 0,Unnamed: 0.1,361机务完成,365加油完成 缺失较多,368开客舱,369上轮档,370登机结束,378 配餐开始 8个,379清洁开始,380撤梯桥,637关客舱,641 靠梯桥,644 清洁完成,645开货仓,655 配餐完成,660 机务完成,662登机开始,668关货仓 ,669 撤轮档,date,flight,缺失个数,begin,count
630,630,630,-1,-1,1,470,-1,-1,-1,-1,-1,2,-1,1,-1,-1,-1,-1,-1,2017/6/10,HU7362,17,0,1
638,638,638,-1,-1,-1,405,-1,-1,-1,-1,-1,1,-1,-1,-1,-1,-1,-1,-1,2017/6/10,CZ308,22,0,1
644,644,644,-1,92,-1,483,-1,-1,-1,-1,-1,-1,98,-1,-1,98,-1,-1,-1,2017/6/10,CZ6773,18,0,1
646,646,646,-1,-1,-1,351,-1,-1,-1,-1,-1,0,-1,-1,-1,-1,-1,-1,-1,2017/6/10,CZ348,22,0,1
647,647,647,142,118,-1,678,-1,-1,-1,-1,-1,0,85,-1,-1,109,-1,-1,-1,2017/6/10,CZ6737,16,0,1
652,652,652,-1,-1,116,774,-1,-1,-1,-1,-1,119,-1,117,-1,-1,-1,-1,-1,2017/6/10,MU5257,17,0,1
653,653,653,-1,-1,-1,440,-1,-1,-1,-1,-1,0,-1,-1,-1,-1,-1,-1,-1,2017/6/10,CZ6771,22,0,1
654,654,654,-1,-1,-1,565,-1,-1,-1,-1,-1,0,-1,-1,-1,-1,-1,-1,-1,2017/6/10,CZ3464,22,0,1
655,655,655,-1,-1,-1,558,-1,-1,-1,-1,-1,0,-1,-1,-1,-1,-1,-1,-1,2017/6/10,MU5771,17,0,1
656,656,656,-1,-1,-1,418,-1,-1,-1,-1,-1,0,-1,-1,-1,-1,-1,-1,-1,2017/6/10,CZ306,22,0,1
666,666,666,-1,-1,-1,635,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,2017/6/10,CZ3696,21,0,1
670,670,670,-1,-1,-1,599,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,2017/6/10,CZ3420,22,0,1
671,671,671,-1,-1,-1,135,-1,-1,-1,-1,-1,0,-1,-1,-1,-1,-1,-1,-1,2017/6/10,CZ3636,22,0,1
672,672,672,-1,-1,-1,632,-1,-1,-1,-1,-1,2,-1,-1,-1,-1,-1,-1,-1,2017/6/10,CZ3378,22,0,1
679,679,679,-1,-1,-1,442,-1,-1,-1,-1,-1,67,-1,-1,-1,-1,-1,-1,-1,2017/6/10,CZ320,21,0,1
683,683,683,-1,-1,-1,122,-1,-1,-1,-1,-1,0,-1,-1,-1,-1,-1,-1,-1,2017/6/10,HU7007,17,0,1
686,686,686,150,113,-1,470,-1,-1,-1,-1,-1,0,117,-1,-1,117,-1,-1,-1,2017/6/10,CZ6783,18,0,1
688,688,688,-1,-1,-1,89,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,2017/6/10,CZ3400,22,0,1
693,693,693,-1,-1,0,96,-1,-1,-1,-1,-1,0,-1,0,-1,-1,-1,-1,-1,2017/6/10,9C8544,17,0,1
696,696,696,-1,-1,0,92,-1,-1,-1,-1,-1,1,-1,-1,-1,-1,-1,-1,-1,2017/6/10,CZ3270,20,0,1
699,699,699,-1,-1,119,774,-1,-1,-1,-1,-1,119,-1,118,-1,-1,-1,-1,-1,2017/6/10,MU5775,17,0,1
700,700,700,-1,-1,1,63,-1,-1,-1,-1,-1,3,-1,1,-1,-1,-1,-1,-1,2017/6/10,KY8285,17,0,1
702,702,702,-1,-1,0,328,-1,-1,-1,-1,-1,0,-1,-1,-1,-1,-1,-1,-1,2017/6/10,CZ3068,21,0,1
712,712,712,-1,-1,1,253,-1,-1,-1,-1,-1,1,-1,0,-1,-1,-1,-1,-1,2017/6/10,QV881,17,0,1
726,726,726,-1,-1,-1,402,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,2017/6/10,CA4355,17,0,1
727,727,727,-1,-1,-1,277,-1,-1,-1,-1,-1,0,-1,-1,-1,-1,-1,-1,-1,2017/6/10,PR380,18,0,1
736,736,736,-1,-1,1,767,-1,-1,-1,-1,-1,2,-1,0,-1,-1,-1,-1,-1,2017/6/10,MU5739,17,0,1
737,737,737,-1,-1,0,138,-1,-1,-1,-1,-1,1,-1,-1,-1,-1,-1,-1,-1,2017/6/10,CZ3818,20,0,1
739,739,739,-1,-1,0,375,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,2017/6/10,CZ6060,21,0,1
743,743,743,-1,-1,-1,197,-1,-1,-1,-1,-1,0,-1,-1,-1,-1,-1,-1,-1,2017/6/10,CZ3900,21,0,1
755,755,755,-1,-1,-1,174,-1,-1,-1,-1,-1,1,-1,-1,-1,-1,-1,-1,-1,2017/6/10,CZ3268,21,0,1
760,760,760,-1,-1,-1,105,-1,-1,-1,-1,-1,2,-1,-1,-1,-1,-1,-1,-1,2017/6/10,CZ3546,21,0,1
765,765,765,-1,-1,-1,293,-1,-1,-1,-1,-1,-1,-1,-1,-1,83,-1,-1,-1,2017/6/10,CZ3384,21,0,1
766,766,766,-1,-1,1,750,-1,-1,-1,-1,-1,0,-1,-1,-1,-1,-1,-1,-1,2017/6/10,FM9303,17,0,1
769,769,769,-1,-1,0,350,-1,-1,-1,-1,-1,0,-1,-1,-1,-1,-1,-1,-1,2017/6/10,CZ354,21,0,1
771,771,771,-1,-1,0,307,-1,-1,-1,-1,-1,0,-1,-1,-1,-1,-1,-1,-1,2017/6/10,CZ390,21,0,1
776,776,776,-1,-1,-1,437,-1,-1,-1,-1,-1,2,-1,-1,-1,-1,-1,-1,-1,2017/6/10,CZ386,22,0,1
778,778,778,-1,-1,-1,330,-1,-1,-1,-1,-1,0,-1,-1,-1,-1,-1,-1,-1,2017/6/10,CZ3870,20,0,1
783,783,783,-1,-1,-1,341,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,2017/6/10,MU5737,17,0,1
788,788,788,-1,-1,-1,685,-1,-1,-1,-1,-1,3,-1,1,-1,-1,-1,-1,-1,2017/6/10,Y87980,20,0,1
790,790,790,-1,-1,-1,361,-1,-1,-1,-1,-1,0,-1,-1,-1,-1,-1,-1,-1,2017/6/10,CZ3930,22,0,1
791,791,791,-1,-1,1,186,-1,-1,-1,-1,-1,1,-1,1,-1,-1,-1,-1,-1,2017/6/10,BL612,17,0,1
793,793,793,-1,-1,0,153,-1,-1,-1,-1,-1,0,-1,-1,-1,-1,-1,-1,-1,2017/6/10,BL672,17,0,1
794,794,794,-1,-1,-1,463,-1,-1,-1,-1,-1,0,-1,-1,-1,-1,-1,-1,-1,2017/6/10,CZ3028,22,0,1
798,798,798,-1,-1,-1,449,-1,-1,-1,-1,-1,0,-1,-1,-1,-1,-1,-1,-1,2017/6/10,CZ3182,21,0,1
804,804,804,-1,-1,-1,330,-1,-1,-1,-1,-1,1,-1,-1,-1,-1,-1,-1,-1,2017/6/10,CZ328,22,0,1
806,806,806,133,128,-1,581,-1,-1,175,-1,-1,-1,166,-1,162,123,-1,-1,-1,2017/6/10,CZ3368,15,0,1
812,812,812,-1,-1,0,168,-1,-1,-1,-1,-1,1,-1,-1,-1,-1,-1,-1,-1,2017/6/10,AQ1056,17,0,1
818,818,818,169,125,-1,634,-1,-1,-1,-1,-1,-1,128,-1,-1,137,-1,-1,-1,2017/6/10,CZ6741,17,0,1
819,819,819,-1,-1,0,70,-1,-1,-1,-1,-1,0,-1,-1,-1,-1,-1,-1,-1,2017/6/10,HU7144,17,0,1
820,820,820,-1,-1,-1,127,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,2017/6/10,CZ3410,23,0,1
822,822,822,-1,-1,-1,375,-1,-1,-1,-1,-1,0,-1,-1,-1,-1,-1,-1,-1,2017/6/10,CZ634,22,0,1
824,824,824,-1,-1,-1,633,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,2017/6/10,CZ3312,22,0,1
827,827,827,128,118,-1,662,-1,-1,-1,-1,-1,-1,116,-1,-1,151,-1,-1,-1,2017/6/10,CZ6747,16,0,1
831,831,831,-1,-1,1,314,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,2017/6/10,JD5170,17,0,1
837,837,837,-1,-1,-1,90,-1,-1,-1,-1,-1,9,-1,-1,-1,-1,-1,-1,-1,2017/6/10,CZ3704,22,0,1
839,839,839,190,176,-1,429,-1,-1,-1,-1,-1,-1,176,-1,-1,171,-1,-1,-1,2017/6/10,CZ3426,17,0,1
843,843,843,-1,-1,-1,524,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,2017/6/10,CZ3310,20,0,1
845,845,845,-1,-1,-1,664,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,2017/6/10,CZ6785,22,0,1
846,846,846,-1,-1,30,698,-1,-1,-1,-1,-1,30,-1,29,-1,-1,-1,-1,-1,2017/6/10,HU7332,17,0,1
852,852,852,-1,-1,-1,588,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,2017/6/10,CZ3246,24,0,1
858,858,858,159,146,-1,661,-1,-1,-1,-1,-1,0,156,-1,-1,160,-1,-1,-1,2017/6/10,CZ3222,16,0,1
859,859,859,-1,-1,-1,292,-1,-1,-1,-1,-1,-1,-1,0,-1,-1,-1,-1,-1,2017/6/10,BK3023,21,0,1
860,860,860,-1,-1,-1,328,-1,-1,-1,-1,-1,1,-1,-1,-1,-1,-1,-1,-1,2017/6/10,CZ382,23,0,1
863,863,863,-1,-1,-1,296,-1,-1,-1,-1,-1,0,-1,-1,-1,-1,-1,-1,-1,2017/6/10,CZ3548,22,0,1
867,867,867,-1,-1,-1,268,-1,-1,-1,-1,-1,-1,-1,1,-1,-1,-1,-1,-1,2017/6/10,Y87927,21,0,1
868,868,868,-1,-1,9,75,-1,-1,-1,-1,-1,7,-1,8,-1,-1,-1,-1,-1,2017/6/10,HU7011,17,0,1
872,872,872,-1,-1,0,169,-1,-1,-1,-1,-1,0,-1,-1,-1,-1,-1,-1,-1,2017/6/10,CZ3054,21,0,1
875,875,875,154,141,0,696,-1,-1,-1,-1,-1,0,141,-1,-1,141,-1,-1,-1,2017/6/10,CZ3648,17,0,1
876,876,876,-1,-1,0,226,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,2017/6/10,CZ358,21,0,1
878,878,878,151,136,-1,708,-1,-1,-1,-1,-1,0,144,-1,-1,136,-1,-1,-1,2017/6/10,CZ3506,18,0,1
879,879,879,-1,-1,-1,706,-1,-1,-1,-1,-1,0,-1,-1,-1,-1,-1,-1,-1,2017/6/10,MU5301,17,0,1
880,880,880,-1,-1,-1,401,-1,-1,-1,-1,-1,1,-1,-1,-1,-1,-1,-1,-1,2017/6/10,CZ392,22,0,1
881,881,881,-1,-1,-1,359,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,2017/6/10,CZ3942,22,0,1
883,883,883,-1,-1,6,727,-1,-1,-1,-1,-1,5,-1,6,-1,-1,-1,-1,-1,2017/6/10,CA4586,17,0,1
889,889,889,-1,-1,0,553,-1,-1,-1,-1,-1,1,-1,0,-1,-1,-1,-1,-1,2017/6/10,HU7003,17,0,1
890,890,890,-1,-1,-1,402,-1,-1,-1,-1,-1,0,-1,-1,-1,-1,-1,-1,-1,2017/6/10,KN5897,17,0,1
893,893,893,-1,-1,-1,435,-1,-1,-1,-1,-1,0,-1,-1,-1,-1,-1,-1,-1,2017/6/10,MU2622,17,0,1
894,894,894,-1,-1,-1,132,-1,-1,-1,-1,-1,-1,-1,1,-1,-1,-1,-1,-1,2017/6/10,FM9301,17,0,1
898,898,898,-1,-1,-1,771,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,2017/6/10,CZ3728,22,0,1
908,908,908,-1,-1,0,625,-1,-1,-1,-1,-1,0,-1,-1,-1,-1,-1,-1,-1,2017/6/10,CZ3816,21,0,1
912,912,912,-1,-1,38,273,-1,-1,-1,-1,-1,38,-1,36,-1,-1,-1,-1,-1,2017/6/10,CA8231,17,0,1
917,917,917,-1,-1,0,622,-1,-1,-1,-1,-1,0,-1,-1,-1,-1,-1,-1,-1,2017/6/10,CZ3064,21,0,1
919,919,919,-1,-1,132,472,-1,-1,-1,-1,-1,134,-1,131,-1,-1,-1,-1,-1,2017/6/10,HU7807,17,0,1
920,920,920,-1,-1,0,198,-1,-1,-1,-1,-1,1,-1,-1,-1,-1,-1,-1,-1,2017/6/10,CZ366,21,0,1
922,922,922,-1,-1,-1,684,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,2017/6/12,CZ3844,22,0,1
924,924,924,-1,-1,7,138,-1,-1,-1,-1,-1,8,-1,7,-1,-1,-1,-1,-1,2017/6/12,MU5303,17,0,1
928,928,928,-1,-1,2,715,-1,-1,-1,-1,-1,0,-1,-1,-1,-1,-1,-1,-1,2017/6/12,MU2947,17,0,1
930,930,930,-1,-1,-1,65,-1,-1,-1,-1,-1,1,-1,-1,-1,-1,-1,-1,-1,2017/6/12,AQ1052,17,0,1
931,931,931,-1,-1,1,638,-1,-1,-1,-1,-1,3,-1,0,-1,-1,-1,-1,-1,2017/6/12,HU7379,18,0,1
940,940,940,-1,-1,0,230,-1,-1,-1,-1,-1,0,-1,0,-1,-1,-1,-1,-1,2017/6/12,MD18,18,0,1
943,943,943,-1,-1,-1,617,-1,-1,-1,-1,-1,0,-1,-1,-1,-1,-1,-1,-1,2017/6/12,CZ3924,21,0,1
946,946,946,-1,-1,8,110,-1,-1,-1,-1,-1,10,-1,8,-1,-1,-1,-1,-1,2017/6/12,GA896,18,0,1
949,949,949,-1,-1,-1,119,-1,-1,-1,-1,-1,1,-1,-1,-1,-1,-1,-1,-1,2017/6/12,CZ3250,22,0,1
956,956,956,-1,-1,-1,431,-1,-1,-1,-1,-1,0,-1,0,-1,-1,-1,-1,-1,2017/6/12,MU5307,17,0,1
958,958,958,-1,-1,-1,396,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,2017/6/12,CZ3518,21,0,1
960,960,960,-1,-1,-1,739,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,2017/6/12,CZ3490,23,0,1
961,961,961,-1,-1,0,390,-1,-1,-1,-1,-1,2,-1,-1,-1,-1,-1,-1,-1,2017/6/12,CZ6090,22,0,1
972,972,972,-1,-1,0,377,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,2017/6/12,CZ6068,21,0,1
976,976,976,-1,-1,-1,414,-1,-1,-1,-1,-1,0,-1,-1,-1,-1,-1,-1,-1,2017/6/12,CZ3484,23,0,1
978,978,978,-1,-1,0,404,-1,-1,-1,-1,-1,0,-1,-1,-1,-1,-1,-1,-1,2017/6/12,CZ8484,21,0,1
984,984,984,-1,-1,-1,496,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,2017/6/12,CZ3379,20,0,1
987,987,987,-1,-1,1,497,-1,-1,-1,-1,-1,2,-1,2,-1,-1,-1,-1,-1,2017/6/12,MU2492,17,0,1
988,988,988,-1,-1,0,714,-1,-1,-1,-1,-1,2,-1,-1,-1,-1,-1,-1,-1,2017/6/12,CZ8336,21,0,1
989,989,989,-1,-1,32,118,-1,-1,-1,-1,-1,31,-1,29,-1,-1,-1,-1,-1,2017/6/12,FM9305,17,0,1
996,996,996,-1,-1,-1,632,-1,-1,-1,-1,-1,0,-1,-1,-1,-1,-1,-1,-1,2017/6/12,CZ3638,22,0,1
998,998,998,-1,-1,-1,111,-1,-1,-1,-1,-1,2,-1,-1,-1,-1,-1,-1,-1,2017/6/12,CZ3874,21,0,1
1006,1006,1006,-1,-1,-1,84,-1,-1,-1,-1,-1,-1,-1,0,-1,-1,-1,-1,-1,2017/6/12,MU5321,17,0,1
1018,1018,1018,-1,-1,0,515,-1,-1,-1,-1,-1,0,-1,0,-1,-1,-1,-1,-1,2017/6/12,FM9351,17,0,1
1020,1020,1020,-1,-1,-1,612,-1,-1,-1,-1,-1,0,-1,0,-1,-1,-1,-1,-1,2017/6/12,MU2869,17,0,1
1021,1021,1021,-1,-1,-1,334,-1,-1,-1,-1,-1,4,-1,-1,-1,-1,-1,-1,-1,2017/6/12,CZ322,22,0,1
1030,1030,1030,-1,-1,0,760,-1,-1,-1,-1,-1,1,-1,3,-1,-1,-1,-1,-1,2017/6/12,MU2551,17,0,1
1032,1032,1032,-1,-1,-1,550,-1,-1,-1,-1,-1,0,-1,-1,-1,-1,-1,-1,-1,2017/6/12,CZ3408,22,0,1
1034,1034,1034,-1,-1,0,678,-1,-1,-1,-1,-1,0,-1,0,-1,-1,-1,-1,-1,2017/6/12,HU7837,18,0,1
1036,1036,1036,-1,-1,-1,134,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,2017/6/12,CZ3478,22,0,1
1037,1037,1037,-1,-1,-1,540,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,2017/6/12,CZ3528,23,0,1
1039,1039,1039,-1,-1,-1,95,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,2017/6/12,CZ3810,22,0,1
1042,1042,1042,-1,-1,0,471,-1,-1,-1,-1,-1,5,-1,1,-1,-1,-1,-1,-1,2017/6/12,HU7870,17,0,1
1051,1051,1051,-1,-1,-1,209,-1,-1,-1,-1,-1,14,-1,-1,-1,-1,-1,-1,-1,2017/6/12,CZ3780,23,0,1
1052,1052,1052,-1,-1,100,290,-1,-1,-1,-1,-1,99,-1,99,-1,-1,-1,-1,-1,2017/6/12,MU5741,17,0,1
1055,1055,1055,-1,-1,1,371,-1,-1,-1,-1,-1,1,-1,1,-1,-1,-1,-1,-1,2017/6/12,MU2917,17,0,1
1060,1060,1060,-1,-1,0,743,-1,-1,-1,-1,-1,2,-1,1,-1,-1,-1,-1,-1,2017/6/12,MU2301,17,0,1
1062,1062,1062,-1,-1,-1,406,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,2017/6/12,CZ308,23,0,1
1065,1065,1065,-1,-1,0,250,-1,-1,-1,-1,-1,0,-1,0,-1,-1,-1,-1,-1,2017/6/12,3U8733,17,0,1
1068,1068,1068,-1,-1,1,152,-1,-1,-1,-1,-1,0,-1,0,-1,-1,-1,-1,-1,2017/6/12,MU5305,17,0,1
1069,1069,1069,-1,-1,-1,149,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,2017/6/12,CZ3050,22,0,1
1070,1070,1070,-1,-1,-1,263,-1,-1,-1,-1,-1,0,-1,-1,-1,-1,-1,-1,-1,2017/6/12,CZ3804,22,0,1
1076,1076,1076,-1,-1,0,588,-1,-1,-1,-1,-1,0,-1,-1,-1,-1,-1,-1,-1,2017/6/12,MU5771,17,0,1
1079,1079,1079,-1,-1,0,77,-1,-1,-1,-1,-1,0,-1,0,-1,-1,-1,-1,-1,2017/6/12,MU5733,18,0,1
1081,1081,1081,-1,-1,0,343,-1,-1,-1,-1,-1,1,-1,-1,-1,-1,-1,-1,-1,2017/6/12,CZ350,20,0,1
1082,1082,1082,-1,-1,-1,69,-1,-1,-1,-1,-1,0,-1,-1,-1,-1,-1,-1,-1,2017/6/12,CZ3958,22,0,1
1085,1085,1085,-1,-1,-1,697,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,2017/6/12,CZ3872,23,0,1
1088,1088,1088,-1,-1,-1,637,-1,-1,-1,-1,-1,1,-1,0,-1,-1,-1,-1,-1,2017/6/12,MU2907,17,0,1
1093,1093,1093,-1,-1,0,461,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,2017/6/12,CZ8490,22,0,1
1098,1098,1098,-1,-1,-1,739,-1,-1,-1,-1,-1,1,-1,-1,-1,-1,-1,-1,-1,2017/6/12,CZ3378,23,0,1
1100,1100,1100,-1,-1,-1,617,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,2017/6/12,MU2303,18,0,1
1101,1101,1101,-1,-1,-1,604,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,2017/6/12,CZ3228,22,0,1
1110,1110,1110,-1,-1,-1,697,-1,-1,-1,-1,-1,-1,158,-1,-1,156,-1,-1,-1,2017/6/12,CZ6178,20,0,1
1113,1113,1113,-1,-1,-1,522,-1,-1,-1,-1,-1,0,-1,-1,-1,-1,-1,-1,-1,2017/6/12,CZ6783,21,0,1
1121,1121,1121,-1,-1,-1,174,-1,-1,-1,-1,-1,1,-1,-1,-1,-1,-1,-1,-1,2017/6/12,CZ3850,22,0,1
1123,1123,1123,-1,-1,-1,246,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,2017/6/12,CZ3198,23,0,1
1124,1124,1124,-1,-1,-1,100,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,2017/6/12,CZ3270,21,0,1
1125,1125,1125,-1,-1,-1,707,-1,-1,-1,-1,-1,0,-1,-1,-1,-1,-1,-1,-1,2017/6/12,CZ3830,22,0,1
1133,1133,1133,-1,-1,-1,199,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,2017/6/12,TK6530,21,0,1
1141,1141,1141,-1,-1,-1,642,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,2017/6/12,CZ3848,22,0,1
1149,1149,1149,-1,-1,0,537,-1,-1,-1,-1,-1,0,-1,-1,-1,-1,-1,-1,-1,2017/6/12,MU2305,17,0,1
1164,1164,1164,-1,-1,-1,199,-1,-1,-1,-1,-1,1,-1,-1,-1,-1,-1,-1,-1,2017/6/12,CZ3818,22,0,1
1165,1165,1165,-1,-1,0,355,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,2017/6/12,CZ6060,21,0,1
1166,1166,1166,-1,-1,-1,545,-1,-1,-1,-1,-1,0,169,-1,-1,169,-1,-1,-1,2017/6/12,CZ6775,20,0,1
1170,1170,1170,-1,-1,-1,204,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,2017/6/12,CZ3510,23,0,1
1173,1173,1173,-1,-1,-1,743,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,2017/6/12,CZ3776,21,0,1
1185,1185,1185,-1,-1,-1,415,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,2017/6/12,CZ3800,22,0,1
1187,1187,1187,-1,-1,17,223,-1,-1,-1,-1,-1,16,-1,17,-1,-1,-1,-1,-1,2017/6/12,MU5215,17,0,1
1188,1188,1188,-1,-1,0,320,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,2017/6/12,CZ390,21,0,1
1191,1191,1191,-1,-1,-1,93,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,2017/6/12,CZ3364,21,0,1
1193,1193,1193,-1,-1,-1,483,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,2017/6/12,CZ386,23,0,1
1194,1194,1194,-1,-1,-1,441,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,2017/6/12,YTHAH803,23,0,1
1197,1197,1197,-1,-1,-1,620,-1,-1,-1,-1,-1,0,169,-1,-1,169,-1,-1,-1,2017/6/12,CZ6777,20,0,1
1206,1206,1206,-1,-1,-1,588,-1,-1,-1,-1,-1,1,-1,-1,-1,-1,-1,-1,-1,2017/6/12,CZ3930,21,0,1
1207,1207,1207,-1,-1,6,177,-1,-1,-1,-1,-1,5,-1,5,-1,-1,-1,-1,-1,2017/6/12,BL612,18,0,1
1210,1210,1210,-1,-1,-1,424,-1,-1,-1,-1,-1,1,-1,-1,-1,-1,-1,-1,-1,2017/6/12,CZ3084,23,0,1
1211,1211,1211,-1,-1,0,139,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,2017/6/12,BL672,18,0,1
1212,1212,1212,-1,-1,-1,515,-1,-1,-1,-1,-1,0,-1,-1,-1,-1,-1,-1,-1,2017/6/12,CZ3028,22,0,1
1214,1214,1214,-1,-1,-1,482,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,2017/6/12,CZ6851,21,0,1
1216,1216,1216,-1,-1,-1,372,-1,-1,-1,-1,-1,0,-1,-1,-1,-1,-1,-1,-1,2017/6/12,CZ3334,21,0,1
1217,1217,1217,-1,-1,-1,313,-1,-1,-1,-1,-1,0,-1,-1,-1,-1,-1,-1,-1,2017/6/12,CZ3402,22,0,1
1219,1219,1219,157,88,-1,498,-1,-1,-1,-1,-1,0,161,-1,-1,139,-1,-1,-1,2017/6/12,CZ6731,18,0,1
1220,1220,1220,-1,-1,-1,696,-1,-1,-1,-1,-1,1,-1,-1,-1,-1,-1,-1,-1,2017/6/12,CZ3922,22,0,1
1224,1224,1224,-1,-1,-1,316,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,2017/6/12,CZ328,23,0,1
1228,1228,1228,-1,-1,0,674,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,2017/6/12,CZ372,22,0,1
1232,1232,1232,-1,-1,-1,263,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,2017/6/12,CZ3098,22,0,1
1235,1235,1235,-1,-1,4,232,-1,-1,-1,-1,-1,4,-1,5,-1,-1,-1,-1,-1,2017/6/12,HU7144,17,0,1
1236,1236,1236,-1,-1,-1,774,-1,-1,-1,-1,-1,2,-1,-1,-1,-1,-1,-1,-1,2017/6/12,HU7720,18,0,1
1241,1241,1241,180,165,-1,701,-1,-1,-1,-1,-1,-1,167,-1,-1,176,-1,-1,-1,2017/6/12,CZ6747,18,0,1
1253,1253,1253,-1,-1,-1,157,-1,-1,-1,-1,-1,0,-1,0,-1,-1,-1,-1,-1,2017/6/12,JD5172,17,0,1
1254,1254,1254,-1,-1,-1,141,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,2017/6/12,CZ3704,22,0,1
1255,1255,1255,-1,-1,0,337,-1,-1,-1,-1,-1,0,-1,-1,-1,-1,-1,-1,-1,2017/6/12,CZ354,21,0,1
1257,1257,1257,-1,-1,-1,359,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,2017/6/12,CZ344,22,0,1
1258,1258,1258,-1,-1,-1,562,-1,-1,-1,-1,-1,1,135,-1,-1,135,-1,-1,-1,2017/6/12,CZ6785,19,0,1
1265,1265,1265,-1,-1,-1,422,-1,-1,-1,-1,-1,0,-1,-1,-1,-1,-1,-1,-1,2017/6/12,CZ3600,21,0,1
1267,1267,1267,-1,-1,1,461,-1,-1,-1,-1,-1,2,-1,1,-1,-1,-1,-1,-1,2017/6/12,HU7033,17,0,1
1270,1270,1270,-1,-1,0,552,-1,-1,-1,-1,-1,1,-1,2,-1,-1,-1,-1,-1,2017/6/12,MU2542,17,0,1
1271,1271,1271,159,154,-1,319,-1,-1,-1,-1,-1,-1,165,-1,-1,162,-1,-1,-1,2017/6/12,CZ3222,16,0,1
1274,1274,1274,-1,-1,-1,79,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,2017/6/12,CZ3548,21,0,1
1277,1277,1277,-1,-1,-1,67,-1,-1,-1,-1,-1,1,-1,-1,-1,-1,-1,-1,-1,2017/6/12,HU7011,18,0,1
1281,1281,1281,-1,-1,0,189,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,2017/6/12,CZ3054,21,0,1
